Source des données,N° page,Type de centre,Domaine, Acte, catégorie d’actes, Finalité, Base légale, Dossier, Coût, Quittance/Reçu/Timbre, Délai de délivrance, Validité,coût minimum ,coût maximum,Précision coût 
GUIDE PRATIQUE DES ACTES DE SANTÉ DÉLIVRÉS AUX CITOYENS AU NIVEAU DU CENTRE HOSPITALIER UNIVERSITAIRE YALGADO OUEDRAOGO (CHU-YO) BURKINA FASO,30,[CHU YO],Santé,ACTES DU BLOC OPÉRATOIRE/Parage pour fracture ouverte des membres,ACTES DU BLOC OPÉRATOIRE,Actes effectués par un spécialiste et nécessitant l’intervention au bloc opératoire,KITTI AN_VIII - 0202/ FP/SAN_AS du 8 Février 1991 Portant Base Générale de Tarification des Actes de professionnels de la Santé et des hospitalisations dans les Formations Sanitaires et Établissements Hospitaliers publics du Burkina Faso.,Bulletin d’examen ,68000,Quittance,Immédiat et en fonction du nombre de patients et selon l’urgence,Pour un acte,,,
GUIDE PRATIQUE DES ACTES DE SANTÉ DÉLIVRÉS AUX CITOYENS AU NIVEAU DU CENTRE HOSPITALIER UNIVERSITAIRE YALGADO OUEDRAOGO (CHU-YO) BURKINA FASO,30,[CHU YO],Santé,ACTES DU BLOC OPÉRATOIRE/ Réduction de fracture fermée,ACTES DU BLOC OPÉRATOIRE,Actes effectués par un spécialiste et nécessitant l’intervention au bloc opératoire,KITTI AN_VIII - 0202/ FP/SAN_AS du 8 Février 1991 Portant Base Générale de Tarification des Actes de professionnels de la Santé et des hospitalisations dans les Formations Sanitaires et Établissements Hospitaliers publics du Burkina Faso.,Bulletin d’examen ,48000,Quittance,Immédiat et en fonction du nombre de patients et selon l’urgence,Pour un acte,,,
GUIDE PRATIQUE DES ACTES DE SANTÉ DÉLIVRÉS AUX CITOYENS AU NIVEAU DU CENTRE HOSPITALIER UNIVERSITAIRE YALGADO OUEDRAOGO (CHU-YO) BURKINA FASO,30,[CHU YO],Santé,ACTES DU BLOC OPÉRATOIRE/Réduction chirurgicale pour luxation récente autre que hanche,ACTES DU BLOC OPÉRATOIRE,Actes effectués par un spécialiste et nécessitant l’intervention au bloc opératoire,KITTI AN_VIII - 0202/ FP/SAN_AS du 8 Février 1991 Portant Base Générale de Tarification des Actes de professionnels de la Santé et des hospitalisations dans les Formations Sanitaires et Établissements Hospitaliers publics du Burkina Faso.,Bulletin d’examen ,48000,Quittance,Immédiat et en fonction du nombre de patients et selon l’urgence,Pour un acte,,,
GUIDE PRATIQUE DES ACTES DE SANTÉ DÉLIVRÉS AUX CITOYENS AU NIVEAU DU CENTRE HOSPITALIER UNIVERSITAIRE YALGADO OUEDRAOGO (CHU-YO) BURKINA FASO,30,[CHU YO],Santé,ACTES DU BLOC OPÉRATOIRE/Réduction orthopédique pour luxation récente autre que hanche,ACTES DU BLOC OPÉRATOIRE,Actes effectués par un spécialiste et nécessitant l’intervention au bloc opératoire,KITTI AN_VIII - 0202/ FP/SAN_AS du 8 Février 1991 Portant Base Générale de Tarification des Actes de professionnels de la Santé et des hospitalisations dans les Formations Sanitaires et Établissements Hospitaliers publics du Burkina Faso.,Bulletin d’examen ,16000,Quittance,Immédiat et en fonction du nombre de patients et selon l’urgence,Pour un acte,,,
GUIDE PRATIQUE DES ACTES DE SANTÉ DÉLIVRÉS AUX CITOYENS AU NIVEAU DU CENTRE HOSPITALIER UNIVERSITAIRE YALGADO OUEDRAOGO (CHU-YO) BURKINA FASO,30,[CHU YO],Santé,ACTES DU BLOC OPÉRATOIRE/Réduction chirurgicale pour luxation récente de hanche,ACTES DU BLOC OPÉRATOIRE,Actes effectués par un spécialiste et nécessitant l’intervention au bloc opératoire,KITTI AN_VIII - 0202/ FP/SAN_AS du 8 Février 1991 Portant Base Générale de Tarification des Actes de professionnels de la Santé et des hospitalisations dans les Formations Sanitaires et Établissements Hospitaliers publics du Burkina Faso.,Bulletin d’examen ,68000,Quittance,Immédiat et en fonction du nombre de patients et selon l’urgence,Pour un acte,,,
GUIDE PRATIQUE DES ACTES DE SANTÉ DÉLIVRÉS AUX CITOYENS AU NIVEAU DU CENTRE HOSPITALIER UNIVERSITAIRE YALGADO OUEDRAOGO (CHU-YO) BURKINA FASO,30,[CHU YO],Santé,ACTES DU BLOC OPÉRATOIRE/Réduction orthopédique pour luxation récente de hanche,ACTES DU BLOC OPÉRATOIRE,Actes effectués par un spécialiste et nécessitant l’intervention au bloc opératoire,KITTI AN_VIII - 0202/ FP/SAN_AS du 8 Février 1991 Portant Base Générale de Tarification des Actes de professionnels de la Santé et des hospitalisations dans les Formations Sanitaires et Établissements Hospitaliers publics du Burkina Faso.,Bulletin d’examen ,40000,Quittance,Immédiat et en fonction du nombre de patients et selon l’urgence,Pour un acte,,,
GUIDE PRATIQUE DES ACTES DE SANTÉ DÉLIVRÉS AUX CITOYENS AU NIVEAU DU CENTRE HOSPITALIER UNIVERSITAIRE YALGADO OUEDRAOGO (CHU-YO) BURKINA FASO,30,[CHU YO],Santé,ACTES DU BLOC OPÉRATOIRE/Pose de plâtre d’une extrémité,ACTES DU BLOC OPÉRATOIRE,Actes effectués par un spécialiste et nécessitant l’intervention au bloc opératoire,KITTI AN_VIII - 0202/ FP/SAN_AS du 8 Février 1991 Portant Base Générale de Tarification des Actes de professionnels de la Santé et des hospitalisations dans les Formations Sanitaires et Établissements Hospitaliers publics du Burkina Faso.,Bulletin d’examen ,4000,Quittance,Immédiat et en fonction du nombre de patients et selon l’urgence,Pour un acte,,,
GUIDE PRATIQUE DES ACTES DE SANTÉ DÉLIVRÉS AUX CITOYENS AU NIVEAU DU CENTRE HOSPITALIER UNIVERSITAIRE YALGADO OUEDRAOGO (CHU-YO) BURKINA FASO,30,[CHU YO],Santé,ACTES DU BLOC OPÉRATOIRE/Pose du plâtre d’un hémi-membre,ACTES DU BLOC OPÉRATOIRE,Actes effectués par un spécialiste et nécessitant l’intervention au bloc opératoire,KITTI AN_VIII - 0202/ FP/SAN_AS du 8 Février 1991 Portant Base Générale de Tarification des Actes de professionnels de la Santé et des hospitalisations dans les Formations Sanitaires et Établissements Hospitaliers publics du Burkina Faso.,Bulletin d’examen ,6000,Quittance,Immédiat et en fonction du nombre de patients et selon l’urgence,Pour un acte,,,
GUIDE PRATIQUE DES ACTES DE SANTÉ DÉLIVRÉS AUX CITOYENS AU NIVEAU DU CENTRE HOSPITALIER UNIVERSITAIRE YALGADO OUEDRAOGO (CHU-YO) BURKINA FASO,30,[CHU YO],Santé,ACTES DU BLOC OPÉRATOIRE/Pose de plâtre d’un membre entier,ACTES DU BLOC OPÉRATOIRE,Actes effectués par un spécialiste et nécessitant l’intervention au bloc opératoire,KITTI AN_VIII - 0202/ FP/SAN_AS du 8 Février 1991 Portant Base Générale de Tarification des Actes de professionnels de la Santé et des hospitalisations dans les Formations Sanitaires et Établissements Hospitaliers publics du Burkina Faso.,Bulletin d’examen ,12000,Quittance,Immédiat et en fonction du nombre de patients et selon l’urgence,Pour un acte,,,
GUIDE PRATIQUE DES ACTES DE SANTÉ DÉLIVRÉS AUX CITOYENS AU NIVEAU DU CENTRE HOSPITALIER UNIVERSITAIRE YALGADO OUEDRAOGO (CHU-YO) BURKINA FASO,30,[CHU YO],Santé,ACTES DU BLOC OPÉRATOIRE/Pansement sous anesthésie générale ,ACTES DU BLOC OPÉRATOIRE,Actes effectués par un spécialiste et nécessitant l’intervention au bloc opératoire,KITTI AN_VIII - 0202/ FP/SAN_AS du 8 Février 1991 Portant Base Générale de Tarification des Actes de professionnels de la Santé et des hospitalisations dans les Formations Sanitaires et Établissements Hospitaliers publics du Burkina Faso.,Bulletin d’examen ,16000,Quittance,Immédiat et en fonction du nombre de patients et selon l’urgence,Pour un acte,,,
GUIDE PRATIQUE DES ACTES DE SANTÉ DÉLIVRÉS AUX CITOYENS AU NIVEAU DU CENTRE HOSPITALIER UNIVERSITAIRE YALGADO OUEDRAOGO (CHU-YO) BURKINA FASO,30,[CHU YO],Santé,ACTES DU BLOC OPÉRATOIRE/Levée du priapisme :,ACTES DU BLOC OPÉRATOIRE,Actes effectués par un spécialiste et nécessitant l’intervention au bloc opératoire,KITTI AN_VIII - 0202/ FP/SAN_AS du 8 Février 1991 Portant Base Générale de Tarification des Actes de professionnels de la Santé et des hospitalisations dans les Formations Sanitaires et Établissements Hospitaliers publics du Burkina Faso.,Bulletin d’examen ,40000,Quittance,Immédiat et en fonction du nombre de patients et selon l’urgence,Pour un acte,,,
